consentKey.keys,consentKey.rt,languageL1Key.keys,languageL1Key.rt,languageL2,languageL2OralKey.keys,languageL2OralKey.rt,languageL2WrittenKey.keys,languageL2WrittenKey.rt,languageL3OralKey.keys,languageL3OralKey.rt,languageL3WrittenKey.keys,languageL3WrittenKey.rt,languageCatalanOralKey.keys,languageCatalanOralKey.rt,languageCatalanWrittenKey.keys,languageCatalanWrittenKey.rt,languageCatalanTimeKey.keys,languageCatalanTimeKey.rt,languageSpanishOralKey.keys,languageSpanishOralKey.rt,languageSpanishWrittenKey.keys,languageSpanishWrittenKey.rt,languageSpanishTimeKey.keys,languageSpanishTimeKey.rt,age,demoSexKey.keys,demoSexKey.rt,demoEducationKey.keys,demoEducationKey.rt,city,demoVisionKey.keys,demoVisionKey.rt,demoLanguageKey.keys,demoLanguageKey.rt,setupLocationKey.keys,setupLocationKey.rt,setupNoiseKey.keys,setupNoiseKey.rt,instructionsKeys.keys,instructionsKeys.rt,trialOffset,keyPressTime,keyPressed,inputText,error,trialsPracticeSpanish.thisRepN,trialsPracticeSpanish.thisTrialN,trialsPracticeSpanish.thisN,trialsPracticeSpanish.thisIndex,trialsPracticeSpanish.ran,trialsPracticeSpanish.order,trial_id,word,test_language,soundfile,date,expName,psychopyVersion,OS,frameRate,participant,trialsSpanish.thisRepN,trialsSpanish.thisTrialN,trialsSpanish.thisN,trialsSpanish.thisIndex,trialsSpanish.ran,trialsSpanish.order
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,5,2,1,4,26,chaqueta,Spanish,Sounds/spa_chaqueta.mp3,2020-06-04_16h58.14.846,TranslationElicitation_eng-prolific,3.2.4,Win32,60,5dae0ea2a0e1f7001526ac22,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.514999866,h,H,FALSE,1,0,5,3,1,4,70,ola,Spanish,Sounds/spa_ola.mp3,2020-06-04_16h58.14.846,TranslationElicitation_eng-prolific,3.2.4,Win32,60,5dae0ea2a0e1f7001526ac22,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.581999779,e,HE,FALSE,1,0,5,3,1,4,70,ola,Spanish,Sounds/spa_ola.mp3,2020-06-04_16h58.14.846,TranslationElicitation_eng-prolific,3.2.4,Win32,60,5dae0ea2a0e1f7001526ac22,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.714999914,l,HEL,FALSE,1,0,5,3,1,4,70,ola,Spanish,Sounds/spa_ola.mp3,2020-06-04_16h58.14.846,TranslationElicitation_eng-prolific,3.2.4,Win32,60,5dae0ea2a0e1f7001526ac22,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.864999771,l,HELL,FALSE,1,0,5,3,1,4,70,ola,Spanish,Sounds/spa_ola.mp3,2020-06-04_16h58.14.846,TranslationElicitation_eng-prolific,3.2.4,Win32,60,5dae0ea2a0e1f7001526ac22,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.981999874,o,HELLO,FALSE,1,0,5,3,1,4,70,ola,Spanish,Sounds/spa_ola.mp3,2020-06-04_16h58.14.846,TranslationElicitation_eng-prolific,3.2.4,Win32,60,5dae0ea2a0e1f7001526ac22,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.214999914,2.214999914,return,HELLO,FALSE,1,0,5,3,1,4,70,ola,Spanish,Sounds/spa_ola.mp3,2020-06-04_16h58.14.846,TranslationElicitation_eng-prolific,3.2.4,Win32,60,5dae0ea2a0e1f7001526ac22,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,5,3,1,4,70,ola,Spanish,Sounds/spa_ola.mp3,2020-06-04_16h58.14.846,TranslationElicitation_eng-prolific,3.2.4,Win32,60,5dae0ea2a0e1f7001526ac22,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88499999,s,S,FALSE,,,,,,,93,sol,Spanish,Sounds/spa_sol.mp3,2020-06-04_16h58.14.846,TranslationElicitation_eng-prolific,3.2.4,Win32,60,5dae0ea2a0e1f7001526ac22,1,0,98,88,1,97
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.016000032,u,SU,FALSE,,,,,,,93,sol,Spanish,Sounds/spa_sol.mp3,2020-06-04_16h58.14.846,TranslationElicitation_eng-prolific,3.2.4,Win32,60,5dae0ea2a0e1f7001526ac22,1,0,98,88,1,97
