participant,trial_id,test_language,word,language_native,input_text,typing_onset,typing_offset
37584,123,Catalan,cavall,Spanish,caballo,2.86600017547607,5.21600008010864
37584,124,Catalan,cirera,Spanish,sirena,1.45000004768372,3.65000009536743
37584,125,Catalan,colom,Spanish,culot,4.1159999370575,7.16799998283386
37584,126,Catalan,corona,Spanish,corona,1.28200006484985,2.06699991226196
37584,127,Catalan,cotxe,Spanish,coche,1.18200016021729,3.44800019264221
37584,128,Catalan,cuc,Spanish,cuello,5.69099998474121,6.56599998474121
37584,129,Catalan,dit,Spanish,dia,3.34999990463257,3.56599998474121
37584,130,Catalan,entrepa,Spanish,panaderia,1.81700015068054,5.41000008583069
37584,131,Catalan,esponja,Spanish,esponja,1.56799983978271,2.61800003051758
37584,132,Catalan,estrella,Spanish,estrella,1.3510000705719,2.51699995994568
37584,133,Catalan,estruc,Spanish,avestruz,1.64999985694885,5.03499984741211
37584,134,Catalan,flor,Spanish,flor,1.1489999294281,1.69899988174438
37584,135,Catalan,formiga,Spanish,hormiga,1.98399996757507,3.35199999809265
37584,136,Catalan,forquilla,Spanish,hoquilla,1.66700005531311,10.7349998950958
37584,137,Catalan,fulla,Spanish,rina,4.11700010299683,8.41900014877319
37584,138,Catalan,galeta,Spanish,playa,1.56699991226196,2.0699999332428
37584,139,Catalan,galleda,Spanish,galleta,1.28099989891052,2.60099983215332
37584,140,Catalan,gat,Spanish,gato,1.78299999237061,3.14999985694885
37584,141,Catalan,gerd,Spanish,mujer,4.76599979400635,6.03299999237061
37584,142,Catalan,girafa,Spanish,girafa,1.93300008773804,3.76600003242493
37584,143,Catalan,globus,Spanish,globo,1.6489999294281,4.51699995994568
37584,144,Catalan,gorra,Spanish,gorra,1.48300004005432,2.53299999237061
37584,145,Catalan,got,Spanish,gol,9.36699986457825,9.79999995231628
37584,146,Catalan,guitarra,Spanish,guitarra,1.20000004768372,5.2020001411438
37584,147,Catalan,jaqueta,Spanish,chaqueta,3.91799998283386,6.76799988746643
37584,148,Catalan,lleo,Spanish,sillon,10.5,11.6000001430511
37584,149,Catalan,llibre,Spanish,libro,1.45000004768372,6.70099997520447
37584,150,Catalan,lloro,Spanish,loro,6.31599998474121,6.83300018310547
37584,151,Catalan,lluna,Spanish,luna,5.3989999294281,6.46500015258789
37584,152,Catalan,ma,Spanish,mar,2.01699995994568,2.33299994468689
37584,153,Catalan,mico,Spanish,amigo,16.5799999237061,17.1299998760223
37584,154,Catalan,mirall,Spanish,mirar,2.18299984931946,2.93799996376038
37584,155,Catalan,moneda,Spanish,mono,1.64800000190735,2.3510000705719
37584,156,Catalan,moto,Spanish,moto,1.48399996757507,1.88400006294251
37584,157,Catalan,mussol,Spanish,raton,4.53400015830994,5.30000019073486
37584,158,Catalan,nas,Spanish,nariz,1.81800007820129,2.43300008773804
37584,159,Catalan,onada,Spanish,helado,2.08299994468689,5.25099992752075
37584,160,Catalan,orella,Spanish,oreja,1.43300008773804,2.11600017547607
37584,161,Catalan,ovella,Spanish,oveja,1.28299999237061,2.6159999370575
37584,162,Catalan,pa,Spanish,pan,1.69899988174438,1.94899988174438
37584,163,Catalan,papallona,Spanish,papaya,2,6.93299984931946
37584,164,Catalan,patata,Spanish,patata,1.48399996757507,2.10000014305115
37584,165,Catalan,pernil,Spanish,panaderia,4.09800004959106,5.4689998626709
37584,166,Catalan,peu,Spanish,pez,3.06900000572205,3.382000207901
37584,167,Catalan,pingui,Spanish,pinguino,1.73300004005432,4.76699995994568
37584,168,Catalan,planta,Spanish,planta,2.13299989700317,3.48300004005432
37584,169,Catalan,plat,Spanish,leche,2.33400011062622,3.06599998474121
37584,170,Catalan,ploma,Spanish,plomo,1.84999990463257,2.79999995231628
37584,171,Catalan,pollastre,Spanish,pollo,2.16700005531311,2.79999995231628
37584,172,Catalan,poma,Spanish,hombre,1.46700000762939,4.71599984169006
37584,173,Catalan,porc,Spanish,puerta,1.76699995994568,4.04999995231628
37584,174,Catalan,porta,Spanish,puerta,1.3659999370575,2.33299994468689
37584,175,Catalan,raspall,Spanish,respaldo,1.88400006294251,2.98399996757507
37584,176,Catalan,samarreta,Spanish,agarrar,6.49000000953674,7.65100002288818
37584,177,Catalan,sol,Spanish,sol,1.73300004005432,3.16600012779236
37584,178,Catalan,taronja,Spanish,tren,2.28299999237061,8.08299994468689
37584,180,Catalan,tisores,Spanish,descuento,4.01699995994568,14.7160000801086
37584,181,Catalan,tobogan,Spanish,tobogan,1.25,2.45000004768372
37584,182,Catalan,tomaquet,Spanish,tomate,1.48300004005432,3.28299999237061
37584,183,Catalan,tren,Spanish,tren,1.55099987983704,1.96699976921082
37584,184,Catalan,ull,Spanish,buho,2.6010000705719,3.25
37584,185,Catalan,ulleres,Spanish,,0,0
37584,187,Catalan,vaixell,Spanish,gacela,10.7850000858307,11.6840000152588
37584,188,Catalan,xocolata,Spanish,chocolate,1.23499989509583,2.89999985694885
37584,189,Catalan,zebra,Spanish,cebra,1.75,2.98399996757507
41427,104,Catalan,abella,English,stars,7.36500001,8.375999928
41427,105,Catalan,aigua,English,water,5.857000113,6.49000001
41427,106,Catalan,aixeta,English,bread,2.302000046,3.092999935
41427,107,Catalan,amanida,English,,,
41427,108,Catalan,ampolla,English,grapefruit,7.652999878,14.81200004
41427,109,Catalan,arbre,English,arbor,3.469000101,4.771000147
41427,110,Catalan,berenar,English,,,
41427,111,Catalan,bibero,English,beaver,5.020999908,6.514999866
41427,112,Catalan,bici,English,biscuit,5.382999897,6.50999999
41427,113,Catalan,boca,English,pork,7.674999952,8.73300004
41427,114,Catalan,bol,English,bowl,5.829999924,6.681999922
41427,115,Catalan,bolet,English,bullet,2.954999924,3.907999992
41427,116,Catalan,bolquer,English,bulk,4.792999983,7.65199995
41427,117,Catalan,boto,English,boot,5.241999865,6.681999922
41427,118,Catalan,bou,English,bow,3.690000057,4.050000191
41427,119,Catalan,caixa,English,cash,2.639000177,4.627000093
41427,120,Catalan,cama,English,calm,3.55099988,4.06099987
41427,121,Catalan,camisa,English,blouse,4.197000027,5.164999962
41427,122,Catalan,casa,English,house,1.866000175,2.437000036
41427,123,Catalan,cavall,English,group,3.630000114,4.082000017
41427,124,Catalan,cirera,English,siren,5.57799983,6.479999781
41427,125,Catalan,colom,English,cucumber,3.254000187,6.217000008
41427,126,Catalan,corona,English,corona,2.054999828,3.343999863
41427,127,Catalan,cotxe,English,cot,4.805999994,6.50999999
41427,128,Catalan,cuc,English,cook,2.518999815,3.252999783
41427,129,Catalan,dit,English,dead,2.974999905,3.839999914
41427,130,Catalan,entrepa,English,,,
41427,131,Catalan,esponja,English,sponge,3.39199996,7.867000103
41427,132,Catalan,estrella,English,pasta,5.444999933,7.08100009
41427,133,Catalan,estruc,English,pasta,9.839999914,11.19199991
41427,134,Catalan,flor,English,flower,3.023000002,7.301000118
41427,135,Catalan,formiga,English,make,5.614000082,6.030999899
41427,136,Catalan,forquilla,English,fork,4.875999928,5.411999941
41427,137,Catalan,fulla,English,flowere,10.20099998,11.16100001
41427,138,Catalan,galeta,English,jelly,10.57200003,11.78999996
41427,139,Catalan,galleda,English,,,
41427,140,Catalan,gat,English,god,3.092000008,3.664000034
41427,141,Catalan,gerd,English,jar,3.411999941,3.778999805
41427,142,Catalan,girafa,English,giraffe,1.505000114,3.496999979
41427,143,Catalan,globus,English,globules,5.695999861,7.767999887
41427,144,Catalan,gorra,English,goat,11.02900004,11.50099993
41427,145,Catalan,got,English,god,2.207000017,2.774999857
41427,146,Catalan,guitarra,English,guitar,1.287000179,2.157999992
41427,147,Catalan,jaqueta,English,jacket,1.425000191,2.358999968
41427,148,Catalan,lleo,English,,,
41427,149,Catalan,llibre,English,beaver,3.076999903,4.145999908
41427,150,Catalan,lloro,English,wall,5.947000027,6.463000059
41427,151,Catalan,lluna,English,moon,2.305000067,3.305000067
41427,152,Catalan,ma,English,,,
41427,153,Catalan,mico,English,floor,5.27699995,6.545000076
41427,154,Catalan,mirall,English,,,
41427,155,Catalan,moneda,English,vanilla,2.121000051,3.441000223
41427,156,Catalan,moto,English,death,2.529000044,3.348999977
41427,157,Catalan,mussol,English,muscle,2.961999893,4.225999832
41427,158,Catalan,nas,English,nose,3.725000143,4.485000134
41427,159,Catalan,onada,English,banana,1.661000013,3.524000168
41427,160,Catalan,orella,English,,,
41427,161,Catalan,ovella,English,,,
41427,162,Catalan,pa,English,foot,8.233999968,8.819999933
41427,163,Catalan,papallona,English,grapefruit,2.404000044,5.897000074
41427,164,Catalan,patata,English,potato,1.395999908,3.273999929
41427,165,Catalan,pernil,English,bread,3.541999817,4.476999998
41427,166,Catalan,peu,English,pear,7.208999872,9.309000015
41427,167,Catalan,pingui,English,penguin,2.371999979,3.85800004
41427,168,Catalan,planta,English,plant,3.664999962,4.674999952
41427,169,Catalan,plat,English,plate,4.08100009,5.500999928
41427,170,Catalan,ploma,English,plum,2.051000118,3.575000048
41427,171,Catalan,pollastre,English,,,
41427,172,Catalan,poma,English,apple,2.019999981,3.121999979
41427,173,Catalan,porc,English,pork,2.370000124,4.256000042
41427,174,Catalan,porta,English,carry,1.986999989,2.809000015
41427,175,Catalan,raspall,English,,,
41427,176,Catalan,samarreta,English,biscuit,9.868999958,13.86199999
41427,177,Catalan,sol,English,sun,2.555999994,3.031000137
41427,178,Catalan,taronja,English,strange,2.679000139,8.836000204
41427,180,Catalan,tisores,English,treasure,3.366000175,4.50999999
41427,181,Catalan,tobogan,English,,,
41427,182,Catalan,tomaquet,English,tomato,1.405999899,5.380999804
41427,183,Catalan,tren,English,train,6.999000072,7.680999994
41427,184,Catalan,ull,English,,,
41427,185,Catalan,ulleres,English,,,
41427,186,Catalan,ungla,English,angle,9.416999817,10.00399995
41427,187,Catalan,vaixell,English,bread,3.573000193,4.31400013
41427,188,Catalan,xocolata,English,chocolate,1.518000126,5.128000021
41427,189,Catalan,zebra,English,zebra,1.906000137,6.93200016
49866,2,Spanish,avestruz,English,milkshake,11.47200012,13.11600018
49866,3,Spanish,barco,English,bark,5.451999903,9.073999882
49866,4,Spanish,biberon,English,children,10.90199995,12.08299994
49866,5,Spanish,bici,English,self,33.93400002,34.421
49866,6,Spanish,boca,English,bread,5.25,5.76699996
49866,7,Spanish,bocadillo,English,sandwich,1.917000055,8.629000187
49866,8,Spanish,bol,English,ball,12.73399997,13.66499996
49866,9,Spanish,boli,English,beach,5.700999975,6.457000017
49866,10,Spanish,botella,English,bodega,2.599999905,3.582000017
49866,11,Spanish,boton,English,bat,2.76699996,3.299000025
49866,12,Spanish,brazo,English,ranch,4.684000015,11.41000009
49866,13,Spanish,buho,English,bowl,3.066999912,4.698999882
49866,14,Spanish,burro,English,donkey,2.000999928,2.631999969
49866,15,Spanish,caballo,English,yellow,4.762000084,5.704999924
49866,16,Spanish,caja,English,cow,2.700999975,7.5
49866,17,Spanish,calcetin,English,calculate,4.701999903,7.19900012
49866,18,Spanish,camisa,English,canvas,5.642999887,6.698999882
49866,19,Spanish,camiseta,English,camisole,1.517000198,2.46600008
49866,20,Spanish,caracol,English,supermarket,4.76699996,7.424999952
49866,21,Spanish,cebra,English,drink,4.559000015,6.26699996
49866,22,Spanish,cepillo,English,february,4.036000013,5.720000029
49866,23,Spanish,cerdo,English,thermometer,20.85599995,23.15100002
49866,24,Spanish,cereza,English,beer,1.933000088,2.384000063
49866,25,Spanish,cesta,English,nap,18.43099999,18.73099995
49866,27,Spanish,chocolate,English,chocolate,1.273000002,5.167999983
49866,28,Spanish,cielo,English,bake,8.739000082,9.365999937
49866,29,Spanish,coche,English,coach,3.851000071,4.765000105
49866,30,Spanish,corona,English,corona,1.595999956,2.663000107
49866,31,Spanish,cubo,English,guacamole,3.717999935,6.076999903
49866,32,Spanish,cuchara,English,pork,3.717000008,4.266000032
49866,33,Spanish,dedo,English,shower,3.460000038,4.171000004
49866,34,Spanish,ensalada,English,salad,1.45600009,2.717999935
49866,35,Spanish,esponja,English,espresso,6.39199996,7.667999983
49866,36,Spanish,estrella,English,australia,4.983999968,7.399999857
49866,37,Spanish,flor,English,floor,1.565000057,2.265000105
49866,38,Spanish,frambuesa,English,strawberry,2.949999809,7.500999928
49866,39,Spanish,gafas,English,homes,4.77699995,6.133000135
49866,40,Spanish,galleta,English,cattle,5.449999809,6.30099988
49866,41,Spanish,gallina,English,hyena,13.36600018,14.96700001
49866,42,Spanish,gato,English,house,4.644999981,5.236999989
49866,43,Spanish,globo,English,logo,2.607000113,4.650000095
49866,44,Spanish,gorrion,English,grains,7.463999987,8.154999971
49866,45,Spanish,gorro,English,goat,13.40600014,13.86599994
49866,46,Spanish,grifo,English,grief,4.33100009,4.947999954
49866,47,Spanish,guitarra,English,guitar,1.401000023,4.861000061
49866,48,Spanish,gusano,English,bus station,4.852999926,6.907999992
49866,49,Spanish,hormiga,English,watch,5.500999928,8.089999914
49866,50,Spanish,jirafa,English,,,
49866,51,Spanish,ladrillo,English,lavatory,2.546999931,6.643000126
49866,52,Spanish,lapiz,English,latte,3.059999943,8.926999807
49866,53,Spanish,leche,English,milk,1.557999849,2.141000032
49866,54,Spanish,lengua,English,language,2.919000149,3.967000008
49866,55,Spanish,leon,English,sunday,6.666999817,7.467999935
49866,56,Spanish,libro,English,book,3.292999983,7.845000029
49866,57,Spanish,loro,English,lottery,6.166999817,7.477999926
49866,58,Spanish,luna,English,moon,2.149999857,2.700000048
49866,59,Spanish,mano,English,month,2.616999865,4.568000078
49866,60,Spanish,manzana,English,bandana,4.217000008,6.067000151
49866,61,Spanish,mariposa,English,marriage,5.14199996,7.776000023
49866,62,Spanish,martillo,English,martini,2.577000141,3.851000071
49866,63,Spanish,mesa,English,maths,2.941999912,3.5
49866,64,Spanish,moneda,English,money,3.186000109,3.718000174
49866,65,Spanish,mono,English,month,5.616000175,7.81400013
49866,66,Spanish,moto,English,meat,2.741999865,3.233999968
49866,67,Spanish,muneca,English,beef,18.98500013,19.46700001
49866,68,Spanish,naranja,English,orange,1.690000057,2.328999996
49866,69,Spanish,nariz,English,right,4.328999996,4.795000076
49866,71,Spanish,ombligo,English,omelette,3.24000001,5.011000156
49866,72,Spanish,osito,English,small,3.234999895,3.938999891
49866,73,Spanish,oveja,English,obey,3.838000059,4.309999943
49866,74,Spanish,pajaro,English,baguette,3.916000128,5.727999926
49866,75,Spanish,pan,English,bread,2.042000055,2.799999952
49866,76,Spanish,panal,English,pants,20.76999998,21.38600016
49866,77,Spanish,pantalon,English,trousers,3.131999969,4.427000046
49866,78,Spanish,pastel,English,pastel,1.616999865,2.822000027
49866,79,Spanish,patata,English,potato,1.96600008,2.683000088
49866,80,Spanish,pato,English,patio,3.951999903,4.42599988
49866,81,Spanish,pelota,English,pillow,1.964999914,2.893999815
49866,82,Spanish,perro,English,but,2.051999807,2.30099988
49866,83,Spanish,pez,English,bear,1.96600008,2.350000143
49866,84,Spanish,pie,English,bath,2.368999958,7.631000042
49866,85,Spanish,pierna,English,pear,1.801000118,2.335000038
49866,87,Spanish,platano,English,banana,2.875999928,3.451999903
49866,88,Spanish,plato,English,plate,1.717000008,2.401000023
49866,89,Spanish,pluma,English,loofa,4.932999849,7.638999939
49866,90,Spanish,pollo,English,chicken,2.516000032,3.315999985
49866,91,Spanish,puerta,English,castle,5.526000023,12.55800009
49866,92,Spanish,sandwich,English,sandwich,1.582999945,2.80099988
49866,93,Spanish,sol,English,sun,2.461000204,2.73300004
49866,94,Spanish,tambor,English,tumble,3.039000034,4.536000013
49866,95,Spanish,tenedor,English,inside,6.695000172,8.367000103
49866,97,Spanish,tijeras,English,scissor,35.23399997,37.0309999
49866,98,Spanish,tobogan,English,tobacco,2.903999805,4.023000002
49866,99,Spanish,tomate,English,tomato,1.61500001,2.685000181
49866,100,Spanish,toro,English,bull,4.471999884,5.148999929
49866,101,Spanish,tren,English,train,4.370000124,4.900000095
49866,102,Spanish,ventana,English,tent,2.035000086,5.782000065
49866,103,Spanish,zanahoria,English,sunrise,3.125,4.823999882
52204,104,Catalan,abella,Spanish,abeja,1.31699991226196,1.95099997520447
52204,105,Catalan,aigua,Spanish,agua,3.46700000762939,3.86699986457825
52204,106,Catalan,aixeta,Spanish,maceta,2.23299980163574,3.36699986457825
52204,107,Catalan,amanida,Spanish,la mano,2.06699991226196,8.48399996757507
52204,108,Catalan,ampolla,Spanish,ampolla,1.16599988937378,2.55099987983704
52204,109,Catalan,arbre,Spanish,arbra,5.73300004005432,6.66899991035461
52204,110,Catalan,berenar,Spanish,brazos,2.6509997844696,7.10199999809265
52204,111,Catalan,bibero,Spanish,viva,2.55100011825562,2.80100011825562
52204,112,Catalan,bici,Spanish,bici,1.65000009536743,4.15100002288818
52204,113,Catalan,boca,Spanish,boca,1.29900002479553,3.56700015068054
52204,114,Catalan,bol,Spanish,bol,2.95000004768372,23.8370001316071
52204,115,Catalan,bolet,Spanish,ramo,2.98399996757507,3.46799993515015
52204,116,Catalan,bolquer,Spanish,volcan,2.13400006294251,4.83400011062622
52204,117,Catalan,boto,Spanish,boton,1.78299999237061,2.96700000762939
52204,118,Catalan,bou,Spanish,vosotros,2.85000014305115,3.56800007820129
52204,119,Catalan,caixa,Spanish,casa,1.31700015068054,1.73399996757507
52204,120,Catalan,cama,Spanish,cama,1.40100002288818,46.0989999771118
52204,121,Catalan,camisa,Spanish,camisa,1.06699991226196,2.54999995231628
52204,122,Catalan,casa,Spanish,casa,1.21599984169006,2.46599984169006
52204,123,Catalan,cavall,Spanish,caballo,1.94999980926514,3.94999980926514
52204,124,Catalan,cirera,Spanish,sirena,1.83399987220764,2.43599987030029
52204,125,Catalan,colom,Spanish,culo,4.08400011062622,4.7170000076294
52204,126,Catalan,corona,Spanish,corona,1.28399991989136,3.23299980163574
52204,127,Catalan,cotxe,Spanish,coche,1.11700010299683,3.81800007820129
52204,128,Catalan,cuc,Spanish,cocinar,5.88499999046326,10.1850001811981
52204,129,Catalan,dit,Spanish,decir,2.31700015068054,9.16799998283386
52204,130,Catalan,entrepa,Spanish,atrapar,2.18399977684021,3.08399987220764
52204,131,Catalan,esponja,Spanish,esponja,1.53299999237061,4.90100002288818
52204,132,Catalan,estrella,Spanish,estrella,1.26699995994568,2.36700010299683
52204,133,Catalan,estruc,Spanish,avestruz,1.63300013542175,2.81700015068054
52204,134,Catalan,flor,Spanish,flor,0,2.33399987220764
52204,135,Catalan,formiga,Spanish,hormiga,1.25200009346008,2.73399996757507
52204,136,Catalan,forquilla,Spanish,tenedor,2.01699995994568,2.75
52204,137,Catalan,fulla,Spanish,hoja,1.5,1.96600008010864
52204,138,Catalan,galeta,Spanish,galleta,1.44999980926514,3.09699988365173
52204,139,Catalan,galleda,Spanish,galleta,1.24900007247925,2.19900012016296
52204,140,Catalan,gat,Spanish,gato,1.56800007820129,2.1010000705719
52204,141,Catalan,gerd,Spanish,mujer,2.50099992752075,3.82999992370605
52204,142,Catalan,girafa,Spanish,girafa,1.15000009536743,2.76800012588501
52204,143,Catalan,globus,Spanish,globos,1.65000009536743,3.73400020599365
52204,144,Catalan,gorra,Spanish,gorra,0,3.45000004768372
52204,145,Catalan,got,Spanish,dios,4.05200004577637,5.00099992752075
52204,146,Catalan,guitarra,Spanish,guitarra,1.132000207901,2.83300018310547
52204,147,Catalan,jaqueta,Spanish,chaqueta,1.56699991226196,3.45099997520447
52204,148,Catalan,lleo,Spanish,la o,3.43400001525879,5.76699995994568
52204,149,Catalan,llibre,Spanish,libro,1.54900002479553,4.5
52204,150,Catalan,lloro,Spanish,loro,1.54999995231628,2.04999995231628
52204,151,Catalan,lluna,Spanish,luna,1.64999985694885,2.88399982452393
52204,152,Catalan,ma,Spanish,mar,1.48399996757507,1.73399996757507
52204,153,Catalan,mico,Spanish,amigo,1.46700000762939,3.56699991226196
52204,154,Catalan,mirall,Spanish,mirar,2.76600003242493,3.29999995231628
52204,155,Catalan,moneda,Spanish,moneda,1.06599998474121,1.70000004768372
52204,156,Catalan,moto,Spanish,moto,1.58300018310547,4.25
52204,157,Catalan,mussol,Spanish,museo,6.63399982452393,8.10199999809265
52204,158,Catalan,nas,Spanish,nosotros,2.30099987983704,3.16799998283386
52204,159,Catalan,onada,Spanish,un hada,2.46599984169006,3.79999995231628
52204,160,Catalan,orella,Spanish,oreja,1.18300008773804,2.50099992752075
52204,161,Catalan,ovella,Spanish,ovejas,1.54999995231628,2.66700005531311
52204,162,Catalan,pa,Spanish,papa,2.13300013542175,3.11700010299683
52204,163,Catalan,papallona,Spanish,papayona,5.65100002288818,10.2690000534058
52204,164,Catalan,patata,Spanish,patata,1.09999990463257,1.64999985694885
52204,165,Catalan,pernil,Spanish,perejil,1.8529999256134,3.06099987030029
52204,166,Catalan,peu,Spanish,perro,1.50099992752075,2.56799983978272
52204,167,Catalan,pingui,Spanish,pinguino,1.6159999370575,12.1189999580383
52204,168,Catalan,planta,Spanish,planta,2.36700010299683,3.15000009536743
52204,169,Catalan,plat,Spanish,plato,1.79999995231628,2.38399982452393
52204,170,Catalan,ploma,Spanish,paloma,3.25,4.63400006294251
52204,171,Catalan,pollastre,Spanish,pollo,5.66799998283386,10.3020000457764
52204,172,Catalan,poma,Spanish,pomada,3.50100016593933,5.9520001411438
52204,173,Catalan,porc,Spanish,cerdo,2.15100002288818,2.68400001525879
52204,174,Catalan,porta,Spanish,puerta,1.36700010299683,2.25100016593933
52204,175,Catalan,raspall,Spanish,rascar,3.3659999370575,8.16700005531311
52204,176,Catalan,samarreta,Spanish,sabado,3.58400011062622,6.58500003814697
52204,177,Catalan,sol,Spanish,sol,1.50099992752075,1.76699995994568
52204,178,Catalan,taronja,Spanish,trenza,5.30099987983704,12.335000038147
52204,180,Catalan,tisores,Spanish,tijeras,4.23399996757507,5.05099987983704
52204,181,Catalan,tobogan,Spanish,tobogan,1.13400006294251,3.6010000705719
52204,182,Catalan,tomaquet,Spanish,tomate,2.71700000762939,4.16799998283386
