trial_id,word,orthography,phonology,translation_english_orthography,translation_english_phonology,translation_catalan_orthography,translation_catalan_phonology,translation_spanish_orthography,translation_spanish_phonology,frequency_zipf,language,soundfile,practice,phoword_eng,lengtho_eng,lengthp_eng,freq_eng,pthn_eng,phoword_spa,lengtho_spa,lengthp_spa,freq_spa,pthn_spa,similarity_engspa,same_onset_engspa,consecutive_longest_engspa,close_substitutions_engspa,similarity_engcat,same_onset_engcat,consecutive_longest_engcat,close_substitutions_engcat,similarity_spacat,same_onset_spacat,consecutive_longest_spacat,close_substitutions_spacat
68,naranja,naranja,/naˈɾaŋ.xa/,orange,/ˈɒrɪnʤ/,taronja,/təˈɾɔɲ.ʒə/,naranja,/naˈɾaŋ.xa/,2.89320675,Spanish,Sounds/spa_naranja.wav,FALSE,O.r0.I0.n.dZ,6,5,22.3137,0,n.a.4.a.N.x.a,,,18.774,0,0.166666666666666,different,1,0,0.166666666666666,different,1,0.166666666666666,0.142857142857142,different,1,0
69,nariz,nariz,/naˈɾiθ/,nose,/nəʊz/,nas,/nas/,nariz,/naˈɾiθ/,3.35063561,Spanish,Sounds/spa_nariz.wav,FALSE,n.oU.z,4,3,69.7451,6,n.a.4.i.T,,,53.8702,0,0.222222222222222,same_consonant,1,0,0.285714285714285,same_consonant,1,0,0.5,same_consonant,2,0
71,ombligo,ombligo,/omˈbli.ɣo/,belly button,/ˈbɛli ˈbʌtn/,melic,/məˈɫik/,ombligo,/omˈbli.ɣo/,2.1172713,Spanish,Sounds/spa_ombligo.wav,FALSE,,,,,,o.m.b.l.i.G.o,,,3.125,0,0.4,different,2,0,,,,,,,,
72,osito,osito,/o'si.to/,teddy bear,/ˈtɛdi beə/,osset,/u'set/,osito,/o'si.to/,2.34635297,Spanish,Sounds/spa_osito.wav,FALSE,,,,,,o.s.i.t.o,,,5.3125,1,0.166666666666666,different,1,0,,,,,,,,
73,oveja,oveja,/o.'βe.xa/,sheep,/ʃiːp/,ovella,/uˈbɛ.ʎə/,oveja,/o.'βe.xa/,2.42160393,Spanish,Sounds/spa_oveja.wav,FALSE,S.i.p,5,3,13.4314,8,o.B.e.x.a,,,6.3221,0,0,different,0,0,0,different,0,0,0,different,0,0.4
74,pajaro,pájaro,/'pa.xa.ɾo/,bird,/bɜːd/,ocell,/uˈseʎ/,pájaro,/'pa.xa.ɾo/,2.98362629,Spanish,Sounds/spa_pajaro.wav,FALSE,b.36.d,4,3,45.451,7,p.a.x.a.4.o,,,23.125,8,0,different,0,0.222222222222222,,,,,,,,
75,pan,pan,/pan/,bread,/brɛd/,pa,/pa/,pan,/pan/,3.30276371,Spanish,Sounds/spa_pan.wav,FALSE,b.r0.E.d,5,4,28.3333,5,p.a.n,,,48.2452,0,0,different,0,0.285714285714285,0,different,0,0.333333333333333,0.8,same_consonant,2,0
76,panal,pañal,/paˈɲal/,nappy,/ˈnæpi/,bolquer,/buɫˈke/,pañal,/paˈɲal/,2.21484385,Spanish,Sounds/spa_panal.wav,FALSE,n.1.p.i,5,4,0.78431,8,p.a.J.a.l,,,3.9183,0,0.222222222222222,different,1,0,0,different,0,0,0.2,different,1,0.2
77,pantalon,pantalón,/paŋ.taˈlon/,trousers,/ˈtraʊzəz/,pantalons,/pən.təˈɫons/,pantalón,/paŋ.taˈlon/,2.50105926,Spanish,Sounds/spa_pantalon.wav,FALSE,t.r0.aU.s.56.z,8,6,5.1569,0,p.a.n.t.a.l.o.n,,,7.5962,0,0.133333333333333,different,1,0,,,,,,,,
78,pastel,pastel,/pas'tel/,cake,/keɪk/,pastís,/ˈpas.tis/,pastel,/pas'tel/,3.35679046,Spanish,Sounds/spa_pastel.wav,FALSE,k.eI.k,4,3,45.0588,8,p.a.s.t.e.l,,,54.6394,2,0.2,different,1,0,,,,,,,,
79,patata,patata,/pa'ta.ta/,potato,/pəˈteɪtəʊ/,patata,/pəˈta.tə/,patata,/pa'ta.ta/,2.05690485,Spanish,Sounds/spa_patata.wav,FALSE,p.5.t.eI.t.oU,6,6,11.2941,0,p.a.t.a.t.a,,,2.7163,14,0.428571428571428,same_consonant,1,0,0.714285714285714,same_consonant,3,0,0.666666666666666,same_consonant,3,0
80,pato,pato,/'pa.to/,duck,/dʌk/,ànec,/ˈa.nək/,pato,/'pa.to/,2.7930916,Spanish,Sounds/spa_pato.wav,FALSE,d.V.k,4,3,24.7647,11,p.a.t.o,,,14.9038,0,0,different,0,0,,,,,,,,
81,pelota,pelota,/pe'lo.ta/,ball,/bɔːl/,pilota,/piˈɫɔ.tə/,pelota,/pe'lo.ta/,3.22659991,Spanish,Sounds/spa_pelota.wav,FALSE,b.O.l,4,3,104.9608,5,p.e.l.o.t.a,,,40.4808,0,0.222222222222222,different,1,0.222222222222222,,,,,,,,
82,perro,perro,/'pe.ro/,dog,/dɒg/,gos,/ˈɡos/,perro,/'pe.ro/,3.83972938,Spanish,Sounds/spa_perro.wav,FALSE,d.A.g,3,3,192.8431,1,p.E.r.r.o,,,166.1779,2,0,different,0,0,,,,,,,,
83,pez,pez,/ˈpeθ/,fish,/fɪʃ/,peix,/ˈpeʃ/,pez,/ˈpeθ/,3.04921802,Spanish,Sounds/spa_pez.wav,FALSE,f.I.S,4,3,83.4902,1,p.e.T,,,26.899,0,0,different,0,0.333333333333333,,,,,,,,
84,pie,pie,/'pje/,foot,/fʊt/,peu,/pɛw/,pie,/'pje/,3.63377135,Spanish,Sounds/spa_pie.wav,FALSE,f.U.t,4,3,64.9216,5,p.j.e,,,103.4135,1,0,different,0,0,0,different,0,0,,,,
85,pierna,pierna,/'pjer.na/,leg,/lɛg/,cama,/ˈka.mə/,pierna,/'pjer.na/,3.33122478,Spanish,Sounds/spa_pierna.wav,FALSE,l.E.g,3,3,56.5098,2,p.j.E.4.n.a,,,51.5144,0,0,different,0,0,0,different,0,0.285714285714285,0.2,different,1,0
87,platano,plátano,/'pla.ta.no/,banana,/bəˈnɑːnə/,plàtan,,plátano,/'pla.ta.no/,2.11394335,Spanish,Sounds/spa_platano.wav,FALSE,b.5.n.1.n.5,6,6,10.7255,0,p.l.a.t.a.n.o,,,3.101,5,0.153846153846153,different,1,0.153846153846153,,,,,,,,
88,plato,plato,/'pla.to/,plate,/pleɪt/,plat,,plato,/'pla.to/,3.06295783,Spanish,Sounds/spa_plato.wav,FALSE,p.l.eI.t,5,4,25.6471,7,p.l.a.t.o,,,27.7644,0,0.6,same_consonant,2,0,0.666666666666666,same_consonant,2,0,0.888888888888888,same_consonant,4,0
89,pluma,pluma,/'plu.ma/,feather,/ˈfɛðə/,ploma,,pluma,/'plu.ma/,2.6599162,Spanish,Sounds/spa_pluma.wav,FALSE,f.E.D.56,7,4,6.6275,6,p.l.u.m.a,,,10.9615,2,0,different,0,0,0.222222222222222,different,1,0,0.444444444444444,same_consonant,1,0
90,pollo,pollo,/ˈpo.ʎo/,chicken,/ˈʧɪkɪn/,pollastre,,pollo,/ˈpo.ʎo/,3.29402509,Spanish,Sounds/spa_pollo.wav,FALSE,tS.I.k.I.n,7,5,61.7255,0,p.o.L.o,,,47.2837,0,0,different,0,0,0,different,0,0,0.333333333333333,same_consonant,1,0.166666666666666
91,puerta,puerta,/'pwer.ta/,door,/dɔː/,porta,,puerta,/'pwer.ta/,4.13614959,Spanish,Sounds/spa_puerta.wav,FALSE,d.or,4,2,292.0588,5,p.w.E.4.t.a,,,328.8702,5,0,different,0,0,0.285714285714285,different,1,0,0.545454545454545,same_consonant,2,0
92,sandwich,sándwich,/'sand.wi͡ʃ/,sandwich,/ˈsænwɪʤ/,sàndvitx,,sandwich,/'sand.wi͡ʃ/,3.02857125,Spanish,Sounds/spa_sandwich.wav,FALSE,s.1.n.d.w.I.tS,8,7,21.9216,0,s.a.n.d.w.i.tS,,,25.649,0,0.769230769230769,same_consonant,3,0,,,,,,,,
93,sol,sol,/'sol/,sun,/sʌn/,sol,,sol,/'sol/,3.56466606,Spanish,Sounds/spa_sol.wav,FALSE,s.V.n,3,3,69.6667,13,s.o.l,,,88.1971,0,0.333333333333333,same_consonant,1,0,0.333333333333333,same_consonant,1,0.333333333333333,0.666666666666666,same_consonant,1,0.333333333333333
94,tambor,tambor,/tam.'bor/,drum,/drʌm/,tambor,,tambor,/tam.'bor/,2.29003461,Spanish,Sounds/spa_tambor.wav,FALSE,d.r0.V.m,4,4,8.4706,4,t.a.m.b.o.4,,,4.6635,1,0.2,different,1,0.2,,,,,,,,
95,tenedor,tenedor,/te.ne.'ðor/,fork,/fɔːk/,forquilla,,tenedor,/te.ne.'ðor/,2.39794001,Spanish,Sounds/spa_tenedor.wav,FALSE,f.or.k,4,3,8.8235,12,t.e.n.e.D.o.4,,,5.9856,0,0,different,0,0,0.4,same_consonant,1,0,0.142857142857142,different,1,0
97,tijeras,tijeras,/ti'xe.ɾas/,scissors,/ˈsɪzəz/,tisores,,tijeras,/ti'xe.ɾas/,2.45939249,Spanish,Sounds/spa_tijeras.wav,FALSE,s.I.s.56.z,8,5,6.6863,1,t.i.x.E.4.a.s,,,6.899,2,0.166666666666666,different,1,0,0.5,different,2,0.166666666666666,0.571428571428571,same_consonant,2,0
98,tobogan,tobogán,/to.βoˈɣan/,slide,/slaɪd/,tobogan,,tobogán,/to.βoˈɣan/,1.74036269,Spanish,Sounds/spa_tobogan.wav,FALSE,s.l.aI.d,5,4,17.8235,2,t.o.B.o.G.a.n,,,1.2981,8,0.166666666666666,different,1,0,0.166666666666666,different,1,0,0.714285714285714,same_consonant,3,0.285714285714285
99,tomate,tomate,/to'ma.te/,tomato,/təˈmɑːtəʊ/,tomàquet,,tomate,/to'ma.te/,2.61595005,Spanish,Sounds/spa_tomate.wav,FALSE,t.5.m.eI.t.oU,6,6,5.902,0,t.o.m.a.t.e,,,9.9038,1,0.461538461538461,same_consonant,1,0,0.285714285714285,same_consonant,1,0,0.615384615384615,same_consonant,2,0.153846153846153
100,toro,toro,/ˈto.ɾo/,bull,/bʊl/,toro,,toro,/ˈto.ɾo/,2.69108149,Spanish,Sounds/spa_toro.wav,FALSE,b.U.l,4,3,27.5098,6,t.o.4.o,,,11.7788,0,0,different,0,0.571428571428571,,,,,,,,
101,tren,tren,/ˈtɾen/,train,/treɪn/,tren,,tren,/ˈtɾen/,3.47041049,Spanish,Sounds/spa_tren.wav,FALSE,t.r0.eI.n,5,4,95.0588,0,t.4.E.n,,,70.9856,1,0.888888888888888,same_consonant,3,0,0.666666666666666,same_consonant,2,0.222222222222222,0.75,same_consonant,2,0.25
102,ventana,ventana,/beŋ.'ta.na/,window,/ˈwɪndəʊ/,finestra,,ventana,/beŋ.'ta.na/,3.48387245,Spanish,Sounds/spa_ventana.wav,FALSE,w.I.n.d.oU,6,5,86,0,b.E.n.t.a.n.a,,,73.2212,0,0.153846153846153,different,1,0.153846153846153,,,,,,,,
103,zanahoria,zanahoria,/θa.naˈo.ɾja/,carrot,/ˈkærət/,pastanaga,,zanahoria,/θa.naˈo.ɾja/,2.13672057,Spanish,Sounds/spa_zanahoria.wav,FALSE,k.1.r0.5.t,6,5,3.8235,3,T.a.n.a.o.4.i.a,,,3.2692,0,0.307692307692307,different,1,0,,,,,,,,
1,arbol,árbol,/ˈar.βol/,tree,/triː/,arbre,,árbol,/ˈar.βol/,3.33984878,Spanish,Sounds/spa_arbol.wav,TRUE,t.r0.i,4,3,65,5,a.4.B.o.l,,,52.5481,6,0.25,different,1,0,0.285714285714285,different,1,0,0.444444444444444,same_vowel,1,0
26,chaqueta,chaqueta,/tʃ͡aˈke.ta/,jacket,/ˈʤækɪt/,jaqueta,,chaqueta,/tʃ͡aˈke.ta/,3.19479176,Spanish,Sounds/spa_chaqueta.wav,TRUE,dZ.1.k.I0.t,6,5,33.4118,0,tS.a.k.e.t.a,,,37.6202,0,0.545454545454545,different,2,0.363636363636363,0.363636363636363,different,1,0.181818181818181,0.333333333333333,different,1,0.166666666666666
70,ola,ola,/ˈo.la/,wave,/weɪv/,onada,,ola,/ˈo.la/,2.79448805,Spanish,Sounds/spa_ola.wav,TRUE,w.eI.v,4,3,21.2549,8,o.l.a,,,14.9519,0,0,different,0,0,0,different,0,0.222222222222222,0.25,different,1,0.25
86,pinguino,pingüino,/piŋˈɡwi.no/,penguin,/ˈpɛŋgwɪn/,pingüí,,pingüino,/piŋˈɡwi.no/,2.19589965,Spanish,Sounds/spa_pinguino.wav,TRUE,p.E.N.g.w.I.n,7,7,2.8824,0,p.i.N.g.u.i.n.o,,,3.75,0,0.8,same_consonant,5,0,0.769230769230769,same_consonant,4,0,0.857142857142857,same_consonant,6,0
96,tigre,tigre,/ˈti.ɣɾe/,tiger,/ˈtaɪgə/,tigre,,tigre,/ˈti.ɣɾe/,2.68930886,Spanish,Sounds/spa_tigre.wav,TRUE,t.aI.g.56,5,4,18.5294,0,t.i.G.4.e,,,11.7308,0,0.4,same_consonant,1,0,0.8,same_consonant,2,0,0.6,same_consonant,2,0
