"trial_id","group","word1","word2","phon_trace","frequency","pthn","lv","consonant_ratio","vowel_ratio","onset","overlap_stress"
171,"SPA-CAT","raspall","cepillo",NA,9.4712,0,0.166666666666667,0.455555555555555,0.222222222222222,"Different",1
172,"SPA-CAT","samarreta","camiseta",NA,20.649,0,0.25,0.433333333333333,0.3125,"Different",0
173,"SPA-CAT","sol","sol",NA,88.1971,5,0.333333333333333,0.666666666666666,0.277777777777777,"Same",1
174,"SPA-CAT","taronja","naranja",NA,18.774,0,0.142857142857143,0.504761904761904,0.19047619047619,"Different",1
175,"SPA-CAT","tisores","tijeras",NA,6.899,1,0.571428571428571,0.533333333333333,0.285714285714285,"Same",0
176,"SPA-CAT","tobogan","tobogán",NA,1.2981,0,0.714285714285714,0.571428571428571,0.380952380952381,"Same",1
177,"SPA-CAT","tomàquet","tomate",NA,9.9038,2,0.428571428571429,0.461538461538461,0.282051282051282,"Same",1
178,"SPA-CAT","tren","tren",NA,70.9856,1,0.75,0.75,0.208333333333333,"Same",1
179,"SPA-CAT","ull","ojo",NA,64.8317,4,0,0.293333333333333,0.333333333333333,"Different",0
180,"SPA-CAT","ulleres","gafas",NA,11.3942,1,0.166666666666667,0.181818181818181,0,"Different",0
181,"SPA-CAT","ungla","uña",NA,3.7019,4,0.2,0.216666666666666,0.25,"Same",1
182,"SPA-CAT","vaixell","barco",NA,84.976,0,0.2,0.346666666666666,0.1,"Same",1
183,"SPA-CAT","xocolata","chocolate","tSQk@lIt",47.1154,0,0.375,0.491666666666666,0.4375,"Different",1
184,"SPA-CAT","zebra","cebra",NA,1.8029,0,0.4,0.546666666666666,0.3,"Different",1
185,"SPA-CAT","arbre","árbol",NA,52.5481,0,0.2,0.222222222222222,0.222222222222222,"Same",1
186,"SPA-CAT","jaqueta","chaqueta",NA,37.6202,0,0.333333333333333,0.477777777777777,0.305555555555555,"Different",1
187,"SPA-CAT","onada","ola",NA,14.9519,6,0.2,0.15,0.458333333333333,"Different",0
188,"SPA-CAT","pingüí","pingüino",NA,3.75,0,0.75,0.571428571428571,0.285714285714285,"Same",1
189,"SPA-CAT","tigre","tigre",NA,11.7308,0,0.6,0.573333333333333,0.366666666666666,"Same",1
